product,original_price,selling_price,category,source,rating,main_category,discount,price_range
"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",799.0,299.0,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,Amazon,4.3,Computers&Accessories,62.57822277847309,Budget
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",19999.0,1799.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.2,Electronics,91.00455022751137,Mid-Range
"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",9999.0,1998.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.3,Electronics,80.01800180018002,Mid-Range
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",7990.0,1999.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.8,Electronics,74.98122653316645,Mid-Range
MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,2199.0,2049.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,Amazon,4.3,Electronics,6.8212824010914055,Mid-Range
"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",8999.0,6499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.0,Electronics,27.780864540504503,Luxury
"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",28999.0,28999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.3,Electronics,0.0,Luxury
"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",28999.0,28999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.3,Electronics,0.0,Luxury
"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",8999.0,6499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.0,Electronics,27.780864540504503,Luxury
"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",8999.0,6499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.0,Electronics,27.780864540504503,Luxury
"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",1000.0,569.0,Electronics|Accessories|MemoryCards|MicroSD,Amazon,4.4,Electronics,43.1,Economy
"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",4999.0,1898.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.1,Electronics,62.032406481296256,Mid-Range
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",1599.0,1299.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,Amazon,4.0,Electronics,18.76172607879925,Mid-Range
"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",6990.0,1499.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.9,Electronics,78.55507868383404,Mid-Range
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",999.0,599.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,4.1,Electronics,40.04004004004004,Economy
"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",11999.0,9499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.2,Electronics,20.835069589132427,Luxury
"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)",2499.0,599.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,3.9,Electronics,76.03041216486595,Economy
"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",11999.0,8999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.0,Electronics,25.00208350695891,Luxury
"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",1299.0,349.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,Amazon,4.0,Electronics,73.13317936874519,Budget
boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),999.0,349.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,4.1,Electronics,65.06506506506507,Budget
"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",1800.0,959.0,Electronics|Accessories|MemoryCards|MicroSD,Amazon,4.4,Electronics,46.72222222222222,Economy
"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",11999.0,9499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.2,Electronics,20.835069589132427,Luxury
"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB and Type C), Triple Output Ports, (Black)",2499.0,1499.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,Amazon,4.3,Electronics,40.01600640256102,Mid-Range
"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",2199.0,1149.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,Amazon,4.3,Electronics,47.748976807639835,Mid-Range
"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",999.0,349.0,Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,Amazon,3.9,Electronics,65.06506506506507,Budget
Samsung 25W USB Travel Adapter for Cellular Phones - White,1699.0,1219.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,4.4,Electronics,28.251912889935255,Mid-Range
"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",3999.0,1599.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.0,Electronics,60.01500375093774,Mid-Range
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",7999.0,1499.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.2,Electronics,81.26015751968995,Mid-Range
"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",25999.0,18499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,28.84726335628293,Luxury
"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",700.0,369.0,Electronics|Accessories|MemoryCards|MicroSD,Amazon,4.4,Electronics,47.285714285714285,Budget
"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",17999.0,12999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,27.779321073392964,Luxury
"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",9999.0,2199.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.2,Electronics,78.00780078007801,Mid-Range
"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",24999.0,16999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,32.001280051202045,Luxury
"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",20999.0,16499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.0,Electronics,21.429591885327874,Luxury
"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5000 mAh Battery",10999.0,8499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,22.729339030820984,Luxury
"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",8499.0,6499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,23.532180256500766,Luxury
"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",11999.0,8999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.0,Electronics,25.00208350695891,Luxury
AGARO Blaze USB 3.0 to USB Type C OTG Adapter,495.0,139.0,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,Amazon,4.3,Electronics,71.91919191919192,Budget
"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",16999.0,3999.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.3,Electronics,76.47508676980999,Premium
"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72"" TruView Display, Fully-Functional Digital Crown, 311 PPI, 60Hz Refresh Rate, 500 NITS Brightness (Charcoal Black)",5999.0,2998.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.1,Electronics,50.02500416736123,Premium
"iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",18999.0,15499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,18.422022211695353,Luxury
"Redmi 10A (Slate Grey, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",11999.0,8999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.0,Electronics,25.00208350695891,Luxury
"Duracell 38W Fast Car Charger Adapter with Dual Output. Quick Charge, Type C PD 20W & Qualcomm Certified 3.0 Compatible for iPhone, All Smartphones, Tablets & More (Copper & Black)",1699.0,873.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,Amazon,4.4,Electronics,48.61683343143025,Economy
"realme narzo 50 (Speed Blue, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display",15999.0,12999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.2,Electronics,18.751171948246764,Luxury
"WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",1599.0,539.0,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,Amazon,3.8,Electronics,66.29143214509068,Economy
"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No Cost EMI/Additional Exchange Offers",20990.0,15490.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.2,Electronics,26.202953787517863,Luxury
"Redmi Note 11 Pro + 5G (Stealth Black, 6GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",24999.0,19999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,3.9,Electronics,20.00080003200128,Luxury
"Samsung Original 25W USB Travel Lightning Adapter for Cellular Phones, Black",1699.0,1075.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,4.4,Electronics,36.72748675691583,Mid-Range
realme Buds Classic Wired in Ear Earphones with Mic (Black),699.0,399.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,4.0,Electronics,42.91845493562232,Budget
"Noise ColorFit Pulse Grand Smart Watch with 1.69"" HD Display, 60 Sports Modes, 150 Watch Faces, Spo2 Monitoring, Call Notification, Quick Replies to Text & Calls (Rose Pink)",3990.0,1999.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.0,Electronics,49.899749373433586,Mid-Range
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Mauve)",7990.0,1999.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.8,Electronics,74.98122653316645,Mid-Range
"iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | Snapdragon® 870 5G | 80W FlashCharge",34999.0,28999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.4,Electronics,17.14334695277008,Luxury
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Charcoal Black)",7990.0,2299.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.2,Electronics,71.22653316645807,Mid-Range
"Tygot Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",1999.0,399.0,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,Amazon,4.0,Electronics,80.040020010005,Budget
"Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128KA), Blue",3999.0,1149.0,Electronics|Accessories|MemoryCards|MicroSD,Amazon,4.3,Electronics,71.26781695423855,Mid-Range
"Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charger with Fast Charging for iPhone 12/12 Pro/12 Mini/12 Pro Max/11/XS/XR/X/8/Plus, iPad Pro/Air/Mini, Galaxy 10/9/8 (Adapter Only) White",1499.0,529.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,4.1,Electronics,64.70980653769179,Economy
"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",19499.0,13999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,28.206574696138265,Luxury
boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),999.0,379.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,4.1,Electronics,62.06206206206206,Budget
"iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",19999.0,13999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,30.00150007500375,Luxury
"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling, Voice Assistant &123 Sports Modes, 8 Unique UI Interactions, SpO2, 24/7 Heart Rate Tracking",9999.0,3999.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.4,Electronics,60.006000600060005,Premium
"STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect for Bed, Office, Home & Desktop (Black)",499.0,99.0,Electronics|Mobiles&Accessories|MobileAccessories|Stands,Amazon,4.3,Electronics,80.16032064128257,Budget
"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",15990.0,4790.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,4.0,Electronics,70.04377736085054,Premium
"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",33999.0,33999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.3,Electronics,0.0,Luxury
Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3 (Cable Protector (12 Units)),999.0,99.0,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,Amazon,4.0,Computers&Accessories,90.09009009009009,Budget
"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)",1900.0,299.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,3.6,Electronics,84.26315789473684,Budget
"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",14999.0,10999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,26.668444562970866,Luxury
"OnePlus 10R 5G (Forest Green, 8GB RAM, 128GB Storage, 80W SuperVOOC)",38999.0,34999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.2,Electronics,10.256673248032001,Luxury
"Ambrane Mobile Holding Stand, 180° Perfect View, Height Adjustment, Wide Compatibility, Multipurpose, Anti-Skid Design (Twistand, Black)",499.0,199.0,Electronics|Mobiles&Accessories|MobileAccessories|Stands,Amazon,4.1,Electronics,60.120240480961925,Budget
"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Black)",1599.0,999.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,Amazon,4.0,Electronics,37.5234521575985,Economy
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Blue",1599.0,1299.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,Amazon,4.0,Electronics,18.76172607879925,Mid-Range
"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",1800.0,599.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,3.5,Electronics,66.72222222222223,Economy
"Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64KA), Blue",1899.0,599.0,Electronics|Accessories|MemoryCards|MicroSD,Amazon,4.3,Electronics,68.45708267509215,Economy
"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",2499.0,1799.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,Amazon,4.1,Electronics,28.011204481792717,Mid-Range
"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",14999.0,10999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,26.668444562970866,Luxury
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",7990.0,2999.0,Electronics|WearableTechnology|SmartWatches,Amazon,4.1,Electronics,62.46558197747184,Premium
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Deep Blue)",7990.0,1999.0,Electronics|WearableTechnology|SmartWatches,Amazon,3.8,Electronics,74.98122653316645,Mid-Range
MI Xiaomi 22.5W Fast USB Type C Charger Combo for Tablets - White,999.0,649.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,4.2,Electronics,35.03503503503504,Economy
"Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder for Charging Cables, Data Cables, Earphones, Pack of 10",299.0,119.0,Electronics|Mobiles&Accessories|MobileAccessories|Décor,Amazon,4.1,Electronics,60.200668896321076,Budget
"Redmi Note 11 (Space Black, 4GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",17999.0,12999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,27.779321073392964,Luxury
"Redmi Note 11 Pro + 5G (Phantom White, 8GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",26999.0,20999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,3.9,Electronics,22.223045297973997,Luxury
"USB Charger, Oraimo Elite Dual Port 5V/2.4A Wall Charger, USB Wall Charger Adapter for iPhone 11/Xs/XS Max/XR/X/8/7/6/Plus, iPad Pro/Air 2/Mini 3/Mini 4, Samsung S4/S5, and More",649.0,249.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,4.0,Electronics,61.63328197226502,Budget
Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor (White),171.0,99.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,Amazon,4.5,Electronics,42.10526315789473,Budget
"WeCool C1 Car Mobile Holder with One Click Technology,360° Rotational, Strong Suction Cup,Compatible with 4 to 6 Inch Devices, Wildshield and Dashboard Mobile Holder for Car, and Use",1999.0,489.0,Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,Amazon,4.0,Electronics,75.53776888444223,Budget
HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),1600.0,369.0,Electronics|Accessories|MemoryCards|MicroSD,Amazon,4.0,Electronics,76.9375,Budget
"iQOO Z6 44W by vivo (Lumina Blue, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",20999.0,15499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,26.191723415400737,Luxury
"iQOO Z6 Lite 5G by vivo (Mystic Night, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",18999.0,15499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,18.422022211695353,Luxury
"Redmi Note 11 Pro + 5G (Stealth Black, 8GB RAM, 256GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",28999.0,22999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,3.9,Electronics,20.690368633401153,Luxury
boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black),1490.0,599.0,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",Amazon,4.1,Electronics,59.79865771812081,Economy
Portronics MODESK POR-122 Universal Mobile Tabletop Holder (Black),699.0,134.0,Electronics|Mobiles&Accessories|MobileAccessories|Stands,Amazon,4.1,Electronics,80.82975679542204,Budget
"realme narzo 50i (Mint Green, 2GB RAM+32GB Storage) Octa Core Processor | 6.5"" inch Large Display",7999.0,7499.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.0,Electronics,6.250781347668459,Luxury
MI 10000mAh 3i Lithium Polymer Power Bank Dual Input(Micro-USB and Type C) and Output Ports 18W Fast Charging (Metallic Blue),2199.0,1149.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,Amazon,4.3,Electronics,47.748976807639835,Mid-Range
"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Red",1699.0,1324.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,Amazon,4.0,Electronics,22.07180694526192,Mid-Range
"iQOO Z6 44W by vivo (Raven Black, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",19999.0,13999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,30.00150007500375,Luxury
"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Green)",1599.0,999.0,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,Amazon,4.0,Electronics,37.5234521575985,Economy
"Samsung Galaxy M13 (Stardust Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",17999.0,12999.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.1,Electronics,27.779321073392964,Luxury
"OPPO A74 5G (Fluid Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",20990.0,15490.0,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,Amazon,4.2,Electronics,26.202953787517863,Luxury
Spigen EZ Fit Tempered Glass Screen Protector Guard for iPhone 14/13/13 Pro - 2 Pack,2899.0,999.0,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",Amazon,4.6,Electronics,65.53984132459469,Economy
